1.223669282,-0.675179782
1.333775168,-1.776180425
0.287623415,-1.070949835
0.467721113,-0.684841844
-0.616677655,0.656120265
-0.489863506,-0.22214229
-0.809482627,0.252445164
-0.245102387,0.641090761
2.034926401,1.513793087
0.61680617,0.128452216
-1.31375011,2.214128289
1.921777873,-2.435925689
1.062246768,-0.836941446
-0.942217336,-1.055916665
0.4428815,-1.84125505
0.39704014,0.766093169
-4.610431016,0.940567497
-1.320438446,0.952356365
-1.239917361,0.837776627
0.906729535,-2.612887395
1.214877732,0.227190308
3.255348392,-0.585024134
-0.120697712,1.652548614
-0.568420104,-0.376481425
-2.295942255,0.751126086
-0.312016808,1.390604216
-0.587983465,0.875641059
-0.015797587,-1.547911153
-1.285494098,1.067687009
1.24210105,-1.136140985
-1.878437973,-1.003945304
-1.214908871,1.061928393
-1.748674904,-1.335529799
-0.633508652,-0.983567617
-1.539767763,0.351858723
-3.044966277,1.660566576
-1.019904811,0.002141864
2.851048761,-4.372110431
1.697558313,-1.501334882
0.478822898,-0.637283982
0.109064493,1.68720818
0.557423832,-1.436020075
-1.052831199,1.289855236
-1.083988245,-0.37174197
-2.180348339,0.694396182
-0.562042808,0.697347368
0.209942766,0.37232766
3.670003802,-0.672300886
-1.364380993,-1.444676661
1.806960763,-1.700822339
1.76223028,0.18190322
-1.035981723,-0.758370272
1.395093536,-0.001750155
-0.296187346,-2.059357608
-2.618151698,2.189782752
0.77782438,-0.311504646
-0.465132977,0.849957098
1.022902215,-3.625804276
1.662628542,-1.401384802
0.968544053,-0.091727259
-1.012203851,4.542622661
0.41916337,0.949756606
-0.229676074,0.12592647
-1.279370132,-0.098091082
0.942182125,-2.770809898
1.118282048,0.982566927
1.625677145,1.097811808
0.019090201,0.869068115
-0.33647794,-1.970850857
-0.034248258,-0.068175534
-0.350897175,0.25998195
-2.639658126,1.764442177
-0.001140574,1.037670615
3.253059663,-1.425938486
-0.171681024,0.966636242
-1.967123399,1.223137205
0.614695377,-1.428044052
-0.063911889,2.557040374
-0.540324919,1.584534398
0.370489131,2.453034094
1.718899922,-1.447520571
0.27754378,-1.076070787
0.498561291,-0.510912427
-0.910158362,1.20219354
-1.199263056,1.082214348
1.887392318,-0.342576142
-3.56633482,2.084829849
0.985672513,-0.521600635
1.313412152,0.368849875
-0.971608907,1.625302689
3.831398223,-0.711955209
1.852236322,-1.635704319
-0.575106354,-2.041674221
-0.331594317,1.710131795
1.328605579,-0.966592487
0.360224981,-0.443116741
2.426046721,2.000856723
0.293378302,0.572613802
0.488282747,-1.409849627
-2.191729048,1.303398301
0.960435924,3.802930866
-0.23833681,-0.230530329
0.957722221,-2.238496299
-3.074294475,2.119882217
-0.47278156,-0.904909101
1.512643773,-0.316214003
-1.382223106,1.560082376
2.313456363,-2.831957943
